name,location,rate,cost
Caffe Pascucci,JP Nagar,4.0,1300
Chaitanya Cafe,JP Nagar,3.9,300
Anand Sweets and Savouries,Bannerghatta Road,4.1,400
Berrylicious,JP Nagar,3.8,400
Pappu Da Dhaba,Jayanagar,3.0,400
Smoke - The Sizzler House,Bannerghatta Road,3.8,1100
Chung Wah Opus,JP Nagar,3.0,650
Dream a Dozen,JP Nagar,4.3,300
Bread Crumbs Bakery,Bannerghatta Road,4.0,250
Nite Out,JP Nagar,3.9,500
Willys Top Cafe,Jayanagar,4.0,750
Woody's,JP Nagar,2.6,650
The Curry Hut Plus,Bannerghatta Road,3.4,400
Brews N Bites,Bannerghatta Road,2.7,650
Skytouch Le Cafe,JP Nagar,3.7,700
Mudpipe Cafe,JP Nagar,3.9,800
Vaho Kafe & Pressery,Bannerghatta Road,3.9,500
Zhangs Classic,Bannerghatta Road,2.6,600
Guru Greens,Bannerghatta Road,3.8,550
D View Cafe,JP Nagar,4.0,1000
Flavour of China,BTM,3.8,550
Kabab Treat,Bannerghatta Road,2.8,500
Cafe Arabica,Bannerghatta Road,3.8,700
Casa Piccosa,JP Nagar,4.1,1100
Bake Addiction,JP Nagar,4.0,500
Tongue Twisters,BTM,3.5,350
Vaathsalya Millet Cafe,JP Nagar,4.1,500
Guru Garden,Bannerghatta Road,2.9,450
Brewz Coffee,BTM,3.0,650
Athithi,Bannerghatta Road,2.8,650
Melt - Eden Park,JP Nagar,4.0,1000
Sri Bhagya Grand,Bannerghatta Road,3.4,450
Flavorsome Bakes,Bannerghatta Road,4.0,800
Mast Kalandar,Bannerghatta Road,2.4,450
Shiv Sagar,Bannerghatta Road,2.9,250
Coastal Inn,Bannerghatta Road,3.4,800
Bangalir Rannaghar,Bannerghatta Road,2.9,250
Lalchee's Rasoi,Bannerghatta Road,3.6,500
Kailash Parbat,Bannerghatta Road,2.7,300
Tandoor Hut,Bannerghatta Road,2.2,750
Zaika Take Away,Bannerghatta Road,2.4,500
Malhar Maharashtrian Cuisine,Bannerghatta Road,4.0,500
Mandi,JP Nagar,3.8,800
Pallavi North Indian Veg Restaurant,JP Nagar,3.7,450
Idly Pidly,Bannerghatta Road,3.2,250
Vasudev Adiga's,Bannerghatta Road,2.3,250
TGI Fridays,Bannerghatta Road,3.9,1700
Apsara Ice Cream,Bannerghatta Road,4.0,200
Targaryen's Kitchen,JP Nagar,3.6,600
Desi Vibes,BTM,3.7,400
Kulfi & More,BTM,3.7,150
Dal Roti,JP Nagar,3.7,150
Deja Vu Resto Bar,Bannerghatta Road,4.4,900
Status,Bannerghatta Road,3.2,600
Bottle Breacher,JP Nagar,4.1,1200
Sattvam,JP Nagar,4.3,1200
Kesariya,JP Nagar,4.2,1200
Swad Restaurant,BTM,3.7,550
Checkpost,JP Nagar,4.1,400
Nandhini Paradise,JP Nagar,3.8,600
New Kabab Plaza,BTM,3.7,500
Coastal Mama,JP Nagar,4.1,700
Waah Biryani,JP Nagar,3.8,350
Rara Avis,JP Nagar,3.9,400
Baskin Robbins,JP Nagar,3.9,250
Royal Chef Naati Oota,JP Nagar,4.0,500
Flow - Terrace Bar & Grill,JP Nagar,3.8,1000
Sree Krishna Kafe,JP Nagar,3.9,200
Dilish Kitchens,BTM,3.7,500
Daily Bread,JP Nagar,3.2,600
Owl's Kitchen,BTM,3.1,500
Deccan Spice,JP Nagar,3.5,750
Desi Wok,BTM,2.7,500
Namana Garden,BTM,2.6,400
Andhra Grills,JP Nagar,3.0,800
Petoo,JP Nagar,3.7,800
Night Panda,JP Nagar,2.9,500
Kamat Swaad,JP Nagar,3.9,400
Ishta Cafe,Bannerghatta Road,3.9,200
Cafe Mist,JP Nagar,3.8,500
Fat Chef Biryani Wale,Bannerghatta Road,3.3,400
Natural Ice Cream,Bannerghatta Road,4.3,150
Amma's Pastries,Bannerghatta Road,4.0,400
Anand Sweets and Savouries,Bannerghatta Road,4.1,400
Bread Crumbs Bakery,Bannerghatta Road,4.0,250
Butterly,Bannerghatta Road,3.9,450
Cakebuy,Bannerghatta Road,3.9,350
Polar Bear,Bannerghatta Road,3.9,400
World on a Swirl,Bannerghatta Road,3.8,300
Waffle Walle,Bannerghatta Road,4.4,500
WAFL,Bannerghatta Road,3.9,400
Cold Stone Creamery,Bannerghatta Road,3.9,400
Flavorsome Bakes,Bannerghatta Road,4.0,800
Cafe Arabica,Bannerghatta Road,3.8,700
Sweet Truth,Bannerghatta Road,4.1,500
Apsara Ice Cream,Bannerghatta Road,4.0,200
Two Friends Cauldron,JP Nagar,4.1,700
Slate Cafe,JP Nagar,4.1,600
Dream a Dozen,JP Nagar,4.3,300
Roll Over,JP Nagar,4.1,500
Stoned Monkey,JP Nagar,3.9,500
TAB - Take A Break,JP Nagar,4.1,550
Cream Stone,JP Nagar,4.0,500
Berrylicious,JP Nagar,3.8,400
Daily Bread,JP Nagar,3.2,600
Calvin's,JP Nagar,2.9,800
Hyderabad Biryaani House,Bannerghatta Road,3.6,550
Seasons,Bannerghatta Road,3.8,1000
Simply Indian,Bannerghatta Road,3.9,800
Dande's Hyderabad Biryani,Bannerghatta Road,3.8,700
Chung Wah,Bannerghatta Road,4.0,800
Shanghai Court,Bannerghatta Road,4.2,700
Chicken County Grand,Bannerghatta Road,3.9,650
Punjabi Times,Bannerghatta Road,4.1,1000
Elegant Dining,Bannerghatta Road,3.6,700
Cafe Kabana,Bannerghatta Road,4.0,700
Dadi's Dum Biryani,Bannerghatta Road,4.0,800
Veruthe Oru Thattukada,Bannerghatta Road,3.8,400
Butterly,Bannerghatta Road,3.9,450
Kundana,Bannerghatta Road,3.7,800
Black Mug Cafe,Bannerghatta Road,3.7,300
#refuel,Bannerghatta Road,3.7,400
Savoury - Sea Shell Restaurant,Bannerghatta Road,3.9,900
Vaho Kafe & Pressery,Bannerghatta Road,3.9,500
Kabab Treat,Bannerghatta Road,2.8,500
Dreamcatcher,Bannerghatta Road,3.9,600
Guru Greens,Bannerghatta Road,3.8,550
A2B - Adyar Ananda Bhavan,Bannerghatta Road,2.7,400
Malhar Maharashtrian Cuisine,Bannerghatta Road,4.0,500
Hyderabadi Bawarchi,Bannerghatta Road,3.2,500
Beijing Bites,Bannerghatta Road,2.7,850
Sri Bhagya Grand,Bannerghatta Road,3.4,450
Cafe Arabica,Bannerghatta Road,3.8,700
Drunken Monkey,Bannerghatta Road,4.4,400
Marwa Restaurant,Bannerghatta Road,3.5,600
Chow San,Bannerghatta Road,3.0,500
Guru Garden,Bannerghatta Road,2.9,450
Guru Paradise,Bannerghatta Road,2.9,1000
Status,Bannerghatta Road,3.2,600
Athithi,Bannerghatta Road,2.8,650
Zhangs Classic,Bannerghatta Road,2.6,600
Coastal Inn,Bannerghatta Road,3.4,800
Lalchee's Rasoi,Bannerghatta Road,3.6,500
Aramane Restaurant,Bannerghatta Road,2.9,800
Tandoor Hut,Bannerghatta Road,2.2,750
Zaika Take Away,Bannerghatta Road,2.4,500
The Curry Hut Plus,Bannerghatta Road,3.4,400
Chai Point,Bannerghatta Road,3.6,250
Upahara Bhavan,Bannerghatta Road,3.8,300
Wangs Kitchen,Bannerghatta Road,3.0,1000
Vasudev Adiga's,Bannerghatta Road,2.3,250
Ambara Gardenia,Bannerghatta Road,3.8,800
Krishna Kuteera,Bannerghatta Road,4.0,400
California Burrito,Bannerghatta Road,4.0,400
McDonald's,Bannerghatta Road,4.0,500
Kanteen The Eatery,Bannerghatta Road,3.9,400
Punjabi Nawabi,Bannerghatta Road,3.8,400
Taco Bell,Bannerghatta Road,3.7,600
Purani Dilli By Anand Sweets,Bannerghatta Road,4.1,500
Shetty's Kitchen,Bannerghatta Road,3.7,600
Domino's Pizza,Bannerghatta Road,3.7,800
Polar Bear,Bannerghatta Road,3.9,400
Cravings,Bannerghatta Road,3.7,400
Burger King,Bannerghatta Road,3.8,600
KFC,Bannerghatta Road,3.8,400
Ingu Tengu,Bannerghatta Road,3.9,150
World on a Swirl,Bannerghatta Road,3.8,300
Green Onion,Bannerghatta Road,3.3,400
Punjabi Corner,Bannerghatta Road,3.9,250
Cravy Wings,Bannerghatta Road,4.2,400
Garma Garam,Bannerghatta Road,3.2,350
Oottupura Family Restaurant,Bannerghatta Road,3.4,400
Pot Biryani,Bannerghatta Road,3.1,600
Subway,Bannerghatta Road,3.2,600
Shuddh Desi Khana,Bannerghatta Road,4.0,400
Hunger Bee,Bannerghatta Road,3.8,500
Just Shawarma,Bannerghatta Road,3.6,300
Faasos,Bannerghatta Road,3.9,500
Tiwari's,Bannerghatta Road,3.9,200
Idly Pidly,Bannerghatta Road,3.2,250
Pizza Hut,Bannerghatta Road,2.4,750
Bangaliana,Bannerghatta Road,2.9,600
Ishta Cafe,Bannerghatta Road,3.9,200
Brews N Bites,Bannerghatta Road,2.7,650
Mother's Rasoi,Bannerghatta Road,3.8,250
Smoke - The Sizzler House,Bannerghatta Road,3.8,1100
New Royal Treat,Bannerghatta Road,2.8,350
Panchami Garden,Bannerghatta Road,3.5,400
Shiv Sagar,Bannerghatta Road,2.9,250
Bangalir Rannaghar,Bannerghatta Road,2.9,250
Hotel Aradhana,Bannerghatta Road,3.7,300
Chefeana,Bannerghatta Road,4.0,400
Hind Ka Chulah,Bannerghatta Road,3.8,600
Paratha Junction,Bannerghatta Road,2.4,300
Intalia,Bannerghatta Road,3.6,800
Nellore Bhojanam,Bannerghatta Road,3.1,250
Brahma Brews,JP Nagar,,1400
Levitate Brewery and Kitchen,JP Nagar,,1500
Hakuna Matata,JP Nagar,4.5,1200
Barbeque Nation,JP Nagar,4.7,1600
Sattvam,JP Nagar,4.3,1200
Brewsky,JP Nagar,4.4,1600
Three Dots & A Dash,JP Nagar,4.3,1500
Hunger Camp,JP Nagar,4.6,1300
Kesariya,JP Nagar,4.2,1200
24th Main,JP Nagar,4.1,800
55 Wall Street,JP Nagar,3.9,1300
Le Arabia,JP Nagar,,600
Zaitoon,JP Nagar,4.1,1000
Checkpost,JP Nagar,4.1,400
Crumb Together,JP Nagar,4.1,1200
Mani's Dum Biryani,JP Nagar,4.2,750
The Coastal Crew by Fujian on 24th,JP Nagar,4.2,1100
Two Friends Cauldron,JP Nagar,4.1,700
Bottle Breacher,JP Nagar,4.1,1200
Nourich,JP Nagar,,800
Tandoor And Spice,JP Nagar,4.0,550
Watson's,JP Nagar,4.0,1300
The Chervil,JP Nagar,4.2,1000
Casa Piccosa,JP Nagar,4.1,1100
Mango Tree- The Beer Garden,JP Nagar,4.1,1200
Caffe Pascucci,JP Nagar,4.0,1300
Nandhini Paradise,JP Nagar,3.8,600
Oye Amritsar,JP Nagar,3.8,1000
Machali Port,JP Nagar,3.9,750
Melt - Eden Park,JP Nagar,4.0,1000
Vaathsalya Millet Cafe,JP Nagar,4.1,500
Oogway Express,JP Nagar,3.9,600
Zhang's - Chinese Restaurant,JP Nagar,4.1,700
The Egg Factory,JP Nagar,4.0,750
Coastal Mama,JP Nagar,4.1,700
Parkview,JP Nagar,4.0,300
Kakal-Kai Ruchi,JP Nagar,3.7,500
Waah Biryani,JP Nagar,3.8,350
Danapani,JP Nagar,3.8,400
Inchara,JP Nagar,3.7,950
Kabab Mehal,JP Nagar,3.8,400
Adithya,JP Nagar,3.9,450
Mudpipe Cafe,JP Nagar,3.9,800
Pallavi North Indian Veg Restaurant,JP Nagar,3.7,450
TAB - Take A Break,JP Nagar,4.1,550
Chatori Gali,JP Nagar,2.9,600
Onesta,JP Nagar,4.4,600
Royal Chef Naati Oota,JP Nagar,4.0,500
White Horse,JP Nagar,3.8,400
Spice Code,JP Nagar,3.9,1000
Coconut Grove,JP Nagar,3.4,1100
Cafe Potpourri,JP Nagar,3.7,400
Flow - Terrace Bar & Grill,JP Nagar,3.8,1000
Funky Punjab,JP Nagar,3.9,500
Vinaya Coffee Moments,JP Nagar,3.8,450
The Onyx - The HHI Select Bengaluru,JP Nagar,3.3,950
Spice Up,JP Nagar,3.8,600
Zeeshan,JP Nagar,3.1,600
Cuppa,JP Nagar,3.4,550
Mast Kalandar,JP Nagar,2.3,450
New Prashanth Hotel,JP Nagar,3.1,750
Deccan Spice,JP Nagar,3.5,750
Andhra Grills,JP Nagar,3.0,800
Petoo,JP Nagar,3.7,800
Chung Wah Opus,JP Nagar,3.0,650
Skytouch Le Cafe,JP Nagar,3.7,700
Grills & Rolls,JP Nagar,2.5,400
Chaitanya Cafe,JP Nagar,3.9,300
Sree Krishna Kafe,JP Nagar,3.9,200
Pizza Stop,JP Nagar,3.9,600
Donne Biriyani House,JP Nagar,3.3,350
Calvin's,JP Nagar,2.9,800
Five Star Chicken,JP Nagar,3.9,300
BANGALORE BOX,BTM,4.1,1500
Gud Dhani,BTM,4.0,500
Bathinda Junction,BTM,3.9,600
New Kabab Plaza,BTM,3.7,500
Hiyar Majhe Kolkata,BTM,4.0,400
Sankranthi Veg Restaurant,BTM,3.0,600
Swad Restaurant,BTM,3.7,550
Litti Twist,BTM,4.2,300
Kalingas,BTM,3.9,250
Gorbandh,BTM,4.1,400
Nanna Munna Paratha House,BTM,4.0,300
Dilish Kitchens,BTM,3.7,500
Baba Ka Dhaba,BTM,3.7,400
Desi Wok,BTM,2.7,500
Namana Garden,BTM,2.6,400
Mahesh Friends Food Center,BTM,2.9,300
Amontron,BTM,3.9,650
Sri Lakshmi Dhaba,BTM,2.9,250
Levitate Brewery and Kitchen,JP Nagar,,1500
Brahma Brews,JP Nagar,,1400
Deja Vu Resto Bar,Bannerghatta Road,4.4,900
Chavadi,Bannerghatta Road,4.4,1200
TGI Fridays,Bannerghatta Road,3.9,1700
Simply Indian,Bannerghatta Road,3.9,800
Hakuna Matata,JP Nagar,4.5,1200
Brewsky,JP Nagar,4.4,1600
55 Wall Street,JP Nagar,3.9,1300
Crumb Together,JP Nagar,4.1,1200
Bottle Breacher,JP Nagar,4.1,1200
Watson's,JP Nagar,4.0,1300
Casa Piccosa,JP Nagar,4.1,1100
Coconut Grove,JP Nagar,3.4,1100
BANGALORE BOX,BTM,4.1,1500
Subz,Jayanagar,4.2,1000
Fusion Theory,Jayanagar,,700
Grand Village,Basavanagudi,3.8,600
Timepass Dinner,Basavanagudi,3.8,600
1947,Jayanagar,4.1,950
Chutney Chang,Jayanagar,4.1,1500
Empire Restaurant,Jayanagar,4.4,750
Jalsa,Banashankari,4.1,800
San Churro Cafe,Banashankari,3.8,800
Tree Top,Wilson Garden,3.8,1000
Samskruti - Sanman Gardenia,Jayanagar,4.1,550
The Sofraah Kebabs & Kurries - Eden Park Restaurants,Jayanagar,3.8,1350
The Yellow Chilli,Jayanagar,3.8,1200
Tea Villa Cafe,Jayanagar,4.3,800
Cafe Cosy,Jayanagar,4.1,800
Onesta,Basavanagudi,4.6,600
Steaming Mugs,Basavanagudi,3.9,700
Srinathji's Cafe,Basavanagudi,3.8,550
Redberrys,Basavanagudi,4.0,600
Cafe Aira,Basavanagudi,4.1,500
Cafe Mondo,Basavanagudi,3.7,600
1980s Games Cafe,Basavanagudi,3.4,400
Go Native,Jayanagar,4.3,800
Alchemy Coffee Roasters,Jayanagar,4.2,500
Rooftop Cafe,Jayanagar,4.1,400
Enerjuvate Studio & Cafe,Jayanagar,4.2,800
The Caramelts Cafe,Jayanagar,4.2,800
SlimSins Cafe,Jayanagar,4.1,850
Cafe Ajfan,Jayanagar,4.2,700
Cafe Shuffle,Banashankari,4.2,600
Krazzy Folds,Jayanagar,4.2,800
Penthouse Cafe,Banashankari,4.0,700
The Blue Wagon - Kitchen,Jayanagar,4.6,400
Smacznego,Banashankari,4.2,550
The Airos,Jayanagar,4.1,650
San Churro Cafe,Banashankari,3.8,800
Cafe Vivacity,Banashankari,3.8,650
Kirthi's Biryani,Banashankari,3.8,700
La Grande Cafe,Jayanagar,3.8,400
4th Tea Block,Jayanagar,4.0,150
Grazers,Jayanagar,3.9,650
Cuppa,Jayanagar,3.2,550
Brews N Bites,Jayanagar,2.9,650
Java City,Jayanagar,2.6,450
People Tree Cafe,Jayanagar,3.7,400
FreshMenu,Banashankari,3.9,450
Leon Grill,Jayanagar,4.1,500
Dr. Bubbles,Jayanagar,4.2,400
Empire Restaurant,Jayanagar,4.4,750
Anna Kuteera,Banashankari,4.0,450
Energy Addaa,Basavanagudi,4.2,500
Dev Sagar - Food Street,Basavanagudi,4.1,200
KFC,Banashankari,3.8,450
Bengaluru Coffee House,Banashankari,4.1,300
Shanmukha,Koramangala 5th Block,4.0,800
Bhukkhad Baba,JP Nagar,3.7,250
House Of Kebabs,Basavanagudi,3.8,650
Subway,Basavanagudi,3.7,600
Smoke-A-Pot,JP Nagar,3.6,500
Chaatimes,Basavanagudi,3.8,200
Wamama,Banashankari,4.2,800
Shanthi Sagar,JP Nagar,3.6,400
Smacznego,Banashankari,4.2,550
Kabab Magic,Basavanagudi,4.1,400
Lassi Corner,Basavanagudi,3.7,150
The Biriyani Pedia,BTM,3.9,300
Paratha Junction,Jayanagar,3.2,300
SL Vadapav,Jayanagar,4.0,100
Adithya,JP Nagar,4.0,300
Paradise,JP Nagar,4.0,800
Biryanis And More,Jayanagar,4.0,750
Wazir's,Shanti Nagar,3.3,500
Krispy Kreme,Jayanagar,4.0,300
Roti Ghar,Basavanagudi,3.9,500
Onesta,Banashankari,4.6,600
Keventers,Jayanagar,3.9,400
Polar Bear,Basavanagudi,3.8,400
Behrouz Biryani,Banashankari,3.9,650
Puliyogare Point,Basavanagudi,4.2,100
Kedia's Fun Food,Jayanagar,4.3,200
Sri Udupi Food Hub,Jayanagar,4.1,500
Donne Biriyani House,Banashankari,3.9,400
Dadi's Dum Biryani,BTM,4.1,800
Pizza Hut,Banashankari,3.8,750
Meghana Foods,Jayanagar,4.4,600
Ovenstory Pizza,Banashankari,3.9,750
Chicken County Grand,Bannerghatta Road,3.9,650
Prasiddhi Food Corner,JP Nagar,3.7,200
Chai Point,Jayanagar,3.2,250
Twiststick House,Basavanagudi,4.1,500
Wahab,Jayanagar,3.7,350
Faasos,Banashankari,4.2,500
Grazers,Jayanagar,3.9,650
Szechuan Dragon,Banashankari,4.2,600
Patio 805,Jayanagar,4.1,1200
Janahaar,Banashankari,3.8,100
Juicy Momos,Banashankari,3.5,250
Gama Gama,Banashankari,3.9,200
Upahara Darshini,Jayanagar,4.0,400
Bangalore Agarwal Bhavan,Jayanagar,3.9,400
SLV Corner Restaurant,Basavanagudi,4.1,550
Tummy Fuel,Jayanagar,4.2,400
XO Belgian Waffle,Basavanagudi,3.9,400
Kanti Sweets,Jayanagar,3.9,400
Firangi Bake,Banashankari,4.0,600
Vinny's,Banashankari,4.2,800
Pani Kum Chai,Jayanagar,3.9,200
Mini Punjabi Dhaba,Banashankari,4.2,350
Matru Sagar,Banashankari,3.6,250
Stories,JP Nagar,4.2,1200
Andhra Ruchulu,JP Nagar,4.2,800
Goli Vada Pav No. 1,Basavanagudi,3.7,200
Savoury - Sea Shell Restaurant,Bannerghatta Road,3.9,900
Rajanna Military Hotel,Jayanagar,4.1,400
Rustic Stove,Jayanagar,3.8,900
Protein Grillhouse,Jayanagar,4.2,800
Pizza Mane,Banashankari,3.5,150
Sandwichwallas,Jayanagar,3.9,200
Old Mumbai Ice Cream,Banashankari,3.9,150
Shakes Theory,Jayanagar,4.5,300
Punjabi by Nature 2.0,BTM,4.2,1600
Peace Restaurant,Shanti Nagar,2.8,500
Bhojohori Manna,JP Nagar,3.7,650
Pin Me Down,BTM,4.5,800
Swathi Deluxe Restaurant,Shanti Nagar,3.0,500
Bikaner Jn,JP Nagar,3.9,300
Cakewala,Jayanagar,4.3,500
The Belgian Waffle Co.,Jayanagar,3.8,350
Mystique Palate,Jayanagar,4.1,300
Cool Corner,Basavanagudi,4.2,250
Wat-a-Burger!,Jayanagar,4.0,500
Roll Over,Jayanagar,4.1,500
Vakulaa Veg Restaurant,Jayanagar,3.9,200
McDonald's,Basavanagudi,3.6,500
Malabar Bay,BTM,4.2,800
Eurasia Pasta and Barbeque by Little Italy,Jayanagar,4.1,1200
Canton,Jayanagar,3.6,800
Pure & Natural,Jayanagar,3.9,500
Stoned Monkey,Banashankari,4.3,500
Cravy Wings,Bannerghatta Road,4.2,400
Frozen Bottle,Banashankari,4.2,400
Pancuzzi,JP Nagar,4.2,600
Khan Saheb Grills and Rolls,Jayanagar,3.9,350
Desi Vdesi,Shanti Nagar,3.9,250
Bhavani Chats N Juice,Jayanagar,3.9,200
Chumma Delicious,Banashankari,3.7,200
LIT Gastro Pub,Jayanagar,3.8,1000
Catch-up-ino,Banashankari,3.9,800
Bake Addiction,JP Nagar,4.0,500
Go Native,Jayanagar,4.3,800
Rooftop Cafe,Jayanagar,4.1,400
San Churro Cafe,Banashankari,3.8,800
Sukh Sagar,Jayanagar,3.8,450
Steaming Mugs,Basavanagudi,3.9,700
Bakers Town,BTM,3.6,700
Domino's Pizza,Wilson Garden,3.7,800
Amande Patisserie,Basavanagudi,4.0,300
Ice Cream Works,Jayanagar,4.1,300
Sandwich Mama's And Frozen Monster,Jayanagar,3.8,250
Sreeraj Lassi Bar,Shanti Nagar,3.9,150
Mangalore Pearl,Jayanagar,3.8,650
Rajathadri Food Fort,Jayanagar,4.0,600
Penthouse Cafe,Banashankari,4.0,700
Rahhams,Shanti Nagar,2.6,700
Magic Meals,Jayanagar,3.7,400
Cafe Shuffle,Banashankari,4.2,600
Tandoori Knight,Banashankari,3.0,450
Bubblewrap Waffle Co.,Jayanagar,4.4,400
Waffle Stories,Jayanagar,4.2,300
Grillopia,BTM,3.8,1000
Cross Road Cafe,Jayanagar,3.9,300
Pizza Stop,Basavanagudi,3.8,600
Swadesh Tadka,Banashankari,3.5,600
The Chocolate Room,JP Nagar,3.9,400
Navami,Jayanagar,3.5,600
Sri Guru Kottureshwara Davangere Benne Dosa,Basavanagudi,4.1,150
Ibaco,Banashankari,4.0,300
Toscano,Jayanagar,4.3,1300
Hatti Kaapi,Jayanagar,4.0,200
The Pizzeria,Banashankari,2.8,800
Little Cafe,Basavanagudi,3.7,600
Salut,Jayanagar,4.1,1200
Thyme & Whisk,Jayanagar,,800
Shake It Off,Jayanagar,4.4,600
Cafe Ajfan,Jayanagar,4.2,700
Curry Leaves,Basavanagudi,4.1,800
Cane-O-La,Basavanagudi,3.8,100
Ruchis Point,Banashankari,3.8,200
Mudpipe Cafe,BTM,4.5,900
Chai Kraft,Jayanagar,4.1,100
Vietnamese Kitchen,Banashankari,3.6,700
Udupi Grand,Basavanagudi,3.8,300
The Krishna Grand Xpress,Jayanagar,4.0,350
City Durbar,Jayanagar,3.7,450
World of Waffles,JP Nagar,3.9,400
Ragoo's,Jayanagar,3.9,800
A2B Veg - Adyar Ananda Bhavan,Basavanagudi,2.7,400
Kirthi's Biryani,Banashankari,3.8,700
Indori Chatorey,BTM,2.8,300
Brew Meister,Jayanagar,4.1,1500
Thamboola,Banashankari,3.9,800
Cafe Mondo,Basavanagudi,3.7,600
Mockaholic Restro Beer Cafe,JP Nagar,3.9,1000
Ugadi,Jayanagar,2.9,700
3 Spice,Wilson Garden,3.9,450
Waffle-A-Go Go,Banashankari,3.9,400
Mug N Bean,Jayanagar,3.9,400
My Tea House,Banashankari,3.6,600
Pappu Da Dhaba,Jayanagar,3.0,400
Pop Hop,Jayanagar,4.1,300
Chung Wah,Banashankari,3.9,900
1441 Pizzeria,JP Nagar,4.1,800
The Airos,Jayanagar,4.1,650
Woody's,JP Nagar,2.6,650
Sea Spice by 7 Star,Banashankari,4.0,1200
Rasoi,Banashankari,3.3,300
Maiyas,Jayanagar,4.0,200
Hari Super Sandwich,Basavanagudi,4.1,200
Gokul Veg,Basavanagudi,3.8,750
Prems Graama Bhojanam,Jayanagar,4.3,400
Cafe Vivacity,Banashankari,3.8,650
Shyvan Restaurant,Shanti Nagar,3.6,500
Mecaf Family Restaurant,BTM,3.9,400
By 2 Coffee,Basavanagudi,4.3,100
Chocoberry,Jayanagar,3.5,400
Java City,Jayanagar,2.6,450
Euki,Jayanagar,4.1,900
Kalpavriksha Upahara,Jayanagar,3.9,400
Churchill's,JP Nagar,4.1,1100
Bunt's Biriyani Palace,Banashankari,3.0,400
New Royal Treat,Bannerghatta Road,2.8,350
New Punjabi Hotel,BTM,3.7,400
Baisakhi,Basavanagudi,3.8,500
The Blue Wagon - Kitchen,Jayanagar,4.6,400
Biriyani Mane,Jayanagar,3.7,700
Willys Top Cafe,Jayanagar,4.0,750
Srinathji's Cafe,Basavanagudi,3.8,550
New Prashanth Hotel,Banashankari,3.9,650
Tiwari's,Jayanagar,3.8,200
Srikrishna Bhavan,Banashankari,3.8,300
De Thaali,Jayanagar,3.9,550
Ice Land,JP Nagar,3.6,300
D View Cafe,JP Nagar,4.0,1000
The Trundle,Jayanagar,3.7,700
Rajdhani Thali Restaurant,JP Nagar,3.9,900
Kadala Tarangaa,Banashankari,3.6,600
Tree Top,Wilson Garden,3.8,1000
Cafe Aira,Basavanagudi,4.1,500
Karma Kaapi,Jayanagar,4.4,250
The Krishna Grand,Banashankari,3.9,750
Anand Sweets and Savouries,Jayanagar,3.9,400
Green Gardenia,Banashankari,3.8,700
Krazzy Folds,Jayanagar,4.2,800
Rajvardhan Foods,Jayanagar,3.9,300
New Prashanth Hotel,Jayanagar,3.6,750
Timepass Dinner,Basavanagudi,3.8,600
Aniram's,JP Nagar,4.1,500
The Chaat Shop,Basavanagudi,2.5,200
Crafted Plate,JP Nagar,4.2,600
Gufha - The President Hotel,Jayanagar,4.1,1200
Desi Rasoi,Jayanagar,3.8,600
Red Onion,Shanti Nagar,4.3,1200
Spice Elephant,Banashankari,4.1,800
Baba Chatkora,Basavanagudi,4.1,1000
Eat Repeat,Basavanagudi,3.9,150
Chulha Chauki Da Dhaba,JP Nagar,4.2,800
Dal Tadkaa,Banashankari,2.5,500
RS Shiv Sagar,Basavanagudi,3.7,450
Mainland China,Jayanagar,4.3,1700
Food Springs,Jayanagar,4.0,400
The Jade Kitchen,JP Nagar,4.0,400
Kamat Minerva,Basavanagudi,2.6,300
Kollapuri's,Basavanagudi,3.9,450
Davangere Benna Dose Hotel,Jayanagar,4.1,100
1980s Games Cafe,Basavanagudi,3.4,400
Harshi Super Sandwich,Basavanagudi,3.8,150
Chung's Chinese Corner,Jayanagar,3.9,700
Jalsa,Banashankari,4.1,800
Punjabi Raswada,Jayanagar,3.5,800
The Yellow Chilli,Jayanagar,3.8,1200
Mint and Mustard,Basavanagudi,4.0,750
Karnataka Bhel House,Basavanagudi,4.1,100
Namma Kudla,JP Nagar,3.9,400
Jalpaan,Jayanagar,4.0,900
Central Jail Restaurant,Jayanagar,3.8,700
Dal Roti,JP Nagar,3.7,150
Chutney Chang,Jayanagar,4.1,1500
Kudla - Hotel Ramanashree,Richmond Road,4.1,1200
Kataria's Pakwan,Kumaraswamy Layout,3.2,400
Kamat Bugle Rock,Basavanagudi,3.9,300
Hara Fine Dine,Banashankari,4.0,800
The Royal Corner - Pai Viceroy,Jayanagar,4.2,900
Utsav,Banashankari,3.7,200
Subz,Jayanagar,4.2,1000
Anupam's Coastal Express,Shanti Nagar,4.1,600
Bella,Jayanagar,3.9,1000
Polamma's Mess,BTM,4.2,300
Cable Car,Jayanagar,4.4,1000
South Kitchen,Basavanagudi,4.3,100
Vindu Andhra Ruchulu,Jayanagar,3.8,800
Tawa Sagara,Jayanagar,3.8,700
Mandi,JP Nagar,3.8,800
Brews N Bites,Jayanagar,2.9,650
The Lounge - Eden Park Restaurants,Jayanagar,3.7,1350
Samskruti - Sanman Gardenia,Jayanagar,4.1,550
Redberrys,Basavanagudi,4.0,600
1947,Jayanagar,4.1,950
Mayuri,City Market,4.0,650
Nandhini Deluxe,Jayanagar,3.5,600
Hotboxit,Banashankari,3.8,400
The Sofraah Kebabs & Kurries - Eden Park Restaurants,Jayanagar,3.8,1350
